City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
431,Tigil,57.8,158.6667,25.97,96,100,14.16,RU,2021-12-06 22:40:18,snow
432,Ossora,59.2353,163.0719,13.75,87,100,6.4,RU,2021-12-06 22:40:19,overcast clouds
433,Biak,-0.9131,122.8766,78.6,83,100,1.12,ID,2021-12-06 22:40:19,overcast clouds
434,Alhaurin El Grande,36.643,-4.6873,57.13,55,0,1.01,ES,2021-12-06 22:40:19,clear sky
435,Luanda,-8.8368,13.2343,77.0,83,75,4.61,AO,2021-12-06 22:31:44,broken clouds
436,Vila Franca Do Campo,37.7167,-25.4333,64.2,81,100,7.61,PT,2021-12-06 22:33:03,overcast clouds
437,Grand-Lahou,5.1367,-5.0242,80.17,83,13,9.69,CI,2021-12-06 22:40:20,few clouds
438,Lata,40.1629,-8.3327,58.05,95,100,2.68,PT,2021-12-06 22:32:49,overcast clouds
439,Guerrero Negro,27.9769,-114.0611,70.36,56,0,10.69,MX,2021-12-06 22:33:40,clear sky
440,Freetown,8.484,-13.2299,80.26,83,16,7.18,SL,2021-12-06 22:38:48,few clouds
441,Barabinsk,55.3571,78.357,24.55,95,100,12.86,RU,2021-12-06 22:40:20,overcast clouds
442,Yulara,-25.2406,130.9889,75.04,53,22,12.66,AU,2021-12-06 22:33:13,few clouds
443,Edmonton,53.5501,-113.4687,18.18,43,1,5.75,CA,2021-12-06 22:36:23,clear sky
444,Yamada,39.4667,141.95,49.19,81,100,5.41,JP,2021-12-06 22:40:21,overcast clouds
445,Cabo San Lucas,22.8909,-109.9124,82.51,65,1,4.61,MX,2021-12-06 22:31:24,clear sky
446,Orhei,47.3831,28.8231,49.78,96,100,0.78,MD,2021-12-06 22:40:21,overcast clouds
447,Didwana,27.4,74.5667,59.23,45,0,8.03,IN,2021-12-06 22:40:22,clear sky
448,Esmeraldas,-19.7625,-44.3139,65.44,96,67,3.22,BR,2021-12-06 22:40:22,broken clouds
449,Todos Santos,23.45,-110.2167,81.19,74,1,4.72,MX,2021-12-06 22:40:22,clear sky
450,Umaria,23.5333,80.8333,56.61,84,0,1.41,IN,2021-12-06 22:40:23,clear sky
451,Gafanha Da Encarnacao,40.6181,-8.733,58.77,94,100,6.87,PT,2021-12-06 22:40:23,overcast clouds
452,Dharchula,29.85,80.5333,42.31,55,2,10.4,IN,2021-12-06 22:40:23,clear sky
453,Kutum,14.2,24.6667,63.57,19,2,4.09,SD,2021-12-06 22:40:24,clear sky
454,Abu Samrah,35.3029,37.1841,52.29,50,61,7.58,SY,2021-12-06 22:34:03,broken clouds
455,Vostok,46.4856,135.8833,9.28,98,98,4.5,RU,2021-12-06 22:34:40,overcast clouds
456,Sulangan,11.1373,123.7228,80.47,73,100,15.97,PH,2021-12-06 22:40:24,overcast clouds
457,Esmeralda,21.8525,-78.1169,87.04,85,18,7.23,CU,2021-12-06 22:40:24,few clouds
458,Mabaruma,8.2,-59.7833,73.42,97,60,3.65,GY,2021-12-06 22:40:25,broken clouds
459,Sapa,5.1544,120.3241,81.0,77,81,11.16,PH,2021-12-06 22:40:25,broken clouds
460,Chubbuck,42.9208,-112.4661,39.09,77,75,8.99,US,2021-12-06 22:40:25,broken clouds
461,Rimbey,52.6334,-114.2353,13.12,88,42,3.85,CA,2021-12-06 22:40:26,scattered clouds
462,Sinnamary,5.3833,-52.95,77.45,89,84,8.63,GF,2021-12-06 22:34:23,broken clouds
463,Bullhead City,35.1478,-114.5683,79.86,18,75,0.0,US,2021-12-06 22:40:26,broken clouds
464,Taywarah,33.35,64.4167,29.35,23,87,2.59,AF,2021-12-06 22:40:26,overcast clouds
465,Shagonar,51.5333,92.8,0.7,97,93,3.11,RU,2021-12-06 22:40:27,overcast clouds
466,Teya,60.3778,92.6267,13.37,97,100,1.19,RU,2021-12-06 22:33:12,overcast clouds
467,Sao Geraldo Do Araguaia,-6.4006,-48.555,76.08,90,82,2.24,BR,2021-12-06 22:34:21,broken clouds
468,Sechura,-5.5569,-80.8222,71.4,69,100,16.69,PE,2021-12-06 22:40:27,overcast clouds
469,Moerai,-22.4333,-151.3333,78.66,81,100,13.11,PF,2021-12-06 22:34:40,overcast clouds
470,Dzaoudzi,-12.7887,45.2699,80.49,78,0,3.44,YT,2021-12-06 22:40:28,clear sky
471,San Bartolome De Tirajana,27.9248,-15.5733,55.87,71,20,16.11,ES,2021-12-06 22:40:28,few clouds
472,Kosonsoy,41.2561,71.5508,32.56,41,100,1.14,UZ,2021-12-06 22:40:29,overcast clouds
473,Los Llanos De Aridane,28.6585,-17.9182,62.35,75,75,13.0,ES,2021-12-06 22:34:02,broken clouds
474,Ketchikan,55.3422,-131.6461,30.67,80,1,6.91,US,2021-12-06 22:34:19,clear sky
475,Savannakhet,16.566,104.751,56.52,67,25,7.49,LA,2021-12-06 22:40:29,scattered clouds
476,Batang Berjuntai,3.3833,101.4167,75.45,91,62,2.84,MY,2021-12-06 22:40:29,broken clouds
477,Nyrob,60.733,56.7202,-20.97,100,100,2.66,RU,2021-12-06 22:40:30,overcast clouds
478,Alofi,-19.0595,-169.9187,78.69,83,75,11.5,NU,2021-12-06 22:34:31,light intensity shower rain
479,Ilulissat,69.2167,-51.1,19.42,49,92,14.97,GL,2021-12-06 22:32:21,overcast clouds
480,Aksu,41.1231,80.2644,27.14,55,18,2.46,CN,2021-12-06 22:40:30,few clouds
481,Fortuna,40.5982,-124.1573,52.14,67,100,4.0,US,2021-12-06 22:32:30,overcast clouds
482,El Sauzal,31.9,-116.6833,62.42,79,23,6.29,MX,2021-12-06 22:40:31,few clouds
483,Pangody,65.85,74.4859,-6.2,98,91,13.09,RU,2021-12-06 22:40:31,overcast clouds
484,Zheleznodorozhnyy,55.7503,38.0042,25.36,84,100,9.84,RU,2021-12-06 22:40:31,overcast clouds
485,Zaraza,9.3503,-65.3245,78.91,73,71,9.95,VE,2021-12-06 22:40:32,broken clouds
486,Owensboro,37.7742,-87.1133,39.29,48,1,12.66,US,2021-12-06 22:40:31,clear sky
487,Port Moresby,-9.4431,147.1797,80.02,83,40,4.61,PG,2021-12-06 22:40:32,scattered clouds
488,Iskateley,67.6803,53.1512,14.67,95,87,5.46,RU,2021-12-06 22:40:32,overcast clouds
489,Asosa,10.0667,34.5333,66.04,36,6,4.07,ET,2021-12-06 22:40:33,clear sky
490,Kapit,2.0167,112.9333,72.41,99,100,0.94,MY,2021-12-06 22:40:33,overcast clouds
491,Alekseyevka,50.6309,38.6903,31.86,95,93,10.58,RU,2021-12-06 22:40:33,overcast clouds
492,Sawakin,19.1059,37.3321,81.7,69,2,8.41,SD,2021-12-06 22:40:34,clear sky
493,Amot,59.5714,7.9877,11.5,95,100,3.33,NO,2021-12-06 22:40:34,overcast clouds
494,Deer Lake,49.1667,-57.4316,28.26,80,90,5.75,CA,2021-12-06 22:40:34,light shower snow
495,Bonthe,7.5264,-12.505,80.37,81,32,6.13,SL,2021-12-06 22:33:22,scattered clouds
496,Cooma,-36.2333,149.1333,60.57,82,90,6.91,AU,2021-12-06 22:40:35,overcast clouds
497,Gat,31.61,34.7642,66.9,39,90,4.32,IL,2021-12-06 22:38:34,overcast clouds
498,Bathsheba,13.2167,-59.5167,81.21,69,40,18.41,BB,2021-12-06 22:33:58,scattered clouds
499,Hovd,48.0056,91.6419,15.55,63,48,1.5,MN,2021-12-06 22:38:31,scattered clouds
500,Gizo,-8.103,156.8419,83.03,76,100,3.24,SB,2021-12-06 22:40:35,moderate rain
501,Batagay,67.6333,134.6333,-39.86,94,87,2.37,RU,2021-12-06 22:40:36,overcast clouds
502,Kachug,53.9606,105.8817,9.52,93,81,0.96,RU,2021-12-06 22:40:36,broken clouds
503,Beloha,-25.1667,45.05,77.4,57,0,2.1,MG,2021-12-06 22:33:29,clear sky
504,Clyde River,70.4692,-68.5914,10.63,85,100,18.41,CA,2021-12-06 22:33:01,light snow
505,Torbay,47.6666,-52.7314,33.67,76,90,6.91,CA,2021-12-06 22:29:12,overcast clouds
506,Milkovo,54.7167,158.6167,28.51,89,100,4.92,RU,2021-12-06 22:40:37,light snow
507,Esso,55.9333,158.7,16.84,96,99,3.87,RU,2021-12-06 22:40:37,light snow
508,Okitipupa,6.5047,4.7839,77.09,93,84,1.34,NG,2021-12-06 22:40:37,broken clouds
509,Karimganj,24.8667,92.35,67.19,99,100,3.76,IN,2021-12-06 22:40:37,overcast clouds
510,Marmande,44.5,0.1667,50.31,99,83,10.96,FR,2021-12-06 22:40:38,broken clouds
511,Arima,10.6333,-61.2833,80.62,69,20,5.75,TT,2021-12-06 22:40:38,few clouds
512,Lerwick,60.1545,-1.1494,44.6,70,100,17.69,GB,2021-12-06 22:38:24,overcast clouds
513,Horka Nad Moravou,49.6401,17.2107,34.11,99,89,3.49,CZ,2021-12-06 22:40:39,overcast clouds
514,Catamarca,-28.4696,-65.7852,78.04,57,18,17.27,AR,2021-12-06 22:40:39,few clouds
515,Hobyo,5.3505,48.5268,78.13,75,11,13.98,SO,2021-12-06 22:33:05,few clouds
516,Coahuayana,18.7333,-103.6833,92.68,51,44,4.16,MX,2021-12-06 22:40:39,scattered clouds
517,Svetlogorsk,52.6333,29.7333,31.53,99,100,3.36,BY,2021-12-06 22:40:40,light snow
518,Bonga,7.2833,36.2333,59.0,81,12,1.74,ET,2021-12-06 22:40:40,few clouds
519,Nouadhibou,20.931,-17.0347,67.98,52,93,9.22,MR,2021-12-06 22:34:30,overcast clouds
520,Ayna,-12.65,-73.9167,73.9,96,100,0.4,PE,2021-12-06 22:40:40,overcast clouds
521,Kismayo,-0.3582,42.5454,79.41,78,50,10.85,SO,2021-12-06 22:40:41,scattered clouds
522,Balabac,7.9868,117.0645,79.97,76,95,4.12,PH,2021-12-06 22:40:41,overcast clouds
523,Tinca,46.7749,21.9316,38.52,97,100,7.16,RO,2021-12-06 22:40:41,overcast clouds
524,Lorvao,40.2594,-8.3168,57.69,94,100,3.09,PT,2021-12-06 22:40:41,overcast clouds
525,Mitsamiouli,-11.3847,43.2844,81.01,79,83,12.12,KM,2021-12-06 22:40:42,broken clouds
526,Cleveland,41.4995,-81.6954,36.95,63,90,5.01,US,2021-12-06 22:37:01,overcast clouds
527,Nemuro,43.3236,145.575,42.24,77,1,10.31,JP,2021-12-06 22:40:42,clear sky
528,Sembakung,3.8167,117.25,75.13,98,98,0.56,ID,2021-12-06 22:40:43,moderate rain
529,Piripiri,-4.2733,-41.7769,84.83,57,83,5.75,BR,2021-12-06 22:40:43,broken clouds
530,Shingu,33.7333,135.9833,57.38,90,100,5.95,JP,2021-12-06 22:40:43,overcast clouds
531,Progreso,21.2833,-89.6667,91.51,84,6,11.83,MX,2021-12-06 22:40:43,clear sky
532,Coos Bay,43.3665,-124.2179,52.23,95,90,8.05,US,2021-12-06 22:37:45,overcast clouds
533,Banjar,-8.19,114.9675,78.66,90,100,3.67,ID,2021-12-06 22:40:44,moderate rain
534,Sao Miguel Do Araguaia,-13.275,-50.1628,75.92,84,19,1.36,BR,2021-12-06 22:40:44,few clouds
535,Gwadar,25.1216,62.3254,72.21,46,0,4.34,PK,2021-12-06 22:40:44,clear sky
536,Malpe,13.35,74.7167,74.5,86,13,4.92,IN,2021-12-06 22:40:45,few clouds
537,Rucar,45.4,25.1667,35.44,95,97,1.5,RO,2021-12-06 22:40:45,light rain
538,Namatanai,-3.6667,152.4333,81.21,83,100,4.25,PG,2021-12-06 22:40:45,moderate rain
539,Ahuimanu,21.4447,-157.8378,74.91,81,90,12.66,US,2021-12-06 22:40:46,moderate rain
540,Takoradi,4.8845,-1.7554,80.37,83,96,7.31,GH,2021-12-06 22:40:46,overcast clouds
541,Espita,21.0167,-88.3167,81.3,70,78,5.61,MX,2021-12-06 22:40:46,broken clouds
542,Quelimane,-17.8786,36.8883,82.35,78,0,12.66,MZ,2021-12-06 22:32:34,clear sky
543,Skelleftea,64.7507,20.9528,10.76,66,90,3.44,SE,2021-12-06 22:40:47,light snow
544,Kendari,-3.945,122.4989,77.49,85,100,6.53,ID,2021-12-06 22:40:47,overcast clouds
545,Road Town,18.4167,-64.6167,80.69,78,40,10.36,VG,2021-12-06 22:40:47,scattered clouds
546,Whitecourt,54.1502,-115.6855,16.84,48,1,3.44,CA,2021-12-06 22:40:48,clear sky
547,Port-Gentil,-0.7193,8.7815,78.3,83,100,4.5,GA,2021-12-06 22:40:49,overcast clouds
548,Mineiros,-17.5694,-52.5511,73.85,79,64,2.37,BR,2021-12-06 22:40:49,broken clouds
549,Noumea,-22.2763,166.4572,85.98,99,0,7.43,NC,2021-12-06 22:30:04,clear sky
550,Lazaro Cardenas,17.9583,-102.2,82.22,68,22,7.99,MX,2021-12-06 22:40:49,few clouds
551,Taltal,-25.4,-70.4833,65.8,71,93,7.0,CL,2021-12-06 22:40:50,overcast clouds
552,Verkh-Usugli,52.7,115.1667,6.64,96,32,3.44,RU,2021-12-06 22:40:50,scattered clouds
553,Masterton,-40.9597,175.6575,66.94,97,100,4.41,NZ,2021-12-06 22:40:50,light rain
554,Pilar,-9.5972,-35.9567,78.73,78,1,8.21,BR,2021-12-06 22:40:51,clear sky
555,Rocha,-34.4833,-54.3333,61.43,92,20,6.55,UY,2021-12-06 22:33:57,few clouds
556,Karatau,43.1667,70.4667,38.48,84,100,1.07,KZ,2021-12-06 22:40:51,overcast clouds
557,Oum Hadjer,13.2954,19.6966,76.59,22,38,11.86,TD,2021-12-06 22:40:52,scattered clouds
558,Paamiut,61.994,-49.6678,20.89,72,100,11.9,GL,2021-12-06 22:32:46,light snow
559,Barda,40.3744,47.1267,45.75,62,3,1.68,AZ,2021-12-06 22:40:52,clear sky
560,Lagoa,39.05,-27.9833,63.61,81,100,21.34,PT,2021-12-06 22:32:17,overcast clouds
561,San Vicente,-26.6167,-54.1333,73.67,46,3,7.25,AR,2021-12-06 22:40:53,clear sky
562,Caraubas,-5.7925,-37.5567,82.62,47,88,14.9,BR,2021-12-06 22:40:53,overcast clouds
563,Ostrovnoy,68.0531,39.5131,15.08,90,98,21.12,RU,2021-12-06 22:34:36,overcast clouds
564,Yabelo,4.8833,38.0833,59.16,58,44,11.65,ET,2021-12-06 22:40:54,scattered clouds
565,Hualmay,-11.0964,-77.6139,67.96,82,67,8.88,PE,2021-12-06 22:32:47,broken clouds
566,Mangawan,24.6833,81.55,59.56,69,1,4.83,IN,2021-12-06 22:40:54,clear sky
567,Pula,44.8683,13.8481,45.46,70,0,6.91,HR,2021-12-06 22:40:54,clear sky
568,Williams Lake,52.1415,-122.1445,22.57,68,75,5.75,CA,2021-12-06 22:40:55,broken clouds
569,Marsa Matruh,31.3525,27.2453,57.4,67,40,9.22,EG,2021-12-06 22:40:55,scattered clouds
570,Zhigansk,66.7697,123.3711,-25.96,96,100,10.07,RU,2021-12-06 22:32:58,overcast clouds
571,Kerema,-7.9631,145.7785,83.44,69,99,3.09,PG,2021-12-06 22:40:55,overcast clouds
572,Nong Han,17.3608,103.1053,55.15,60,3,5.12,TH,2021-12-06 22:40:56,clear sky
