City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Havre-Saint-Pierre,CA,2021-12-01 23:50:29,50.2334,-63.5986,30.2,93,90,9.22
293,Coahuayana,MX,2021-12-01 23:50:29,18.7333,-103.6833,79.81,74,17,3.27
294,Kavaratti,IN,2021-12-01 23:50:29,10.5669,72.642,81.99,78,21,12.48
295,Pacific Grove,US,2021-12-01 23:48:16,36.6177,-121.9166,80.71,38,1,1.99
296,Kibala,TD,2021-12-01 23:50:30,9.1104,18.3463,71.55,78,0,0.0
297,Aksu,CN,2021-12-01 23:50:01,41.1231,80.2644,23.45,47,0,2.84
298,Codrington,AU,2021-12-01 23:46:17,-38.2667,141.9667,66.22,73,87,7.81
299,Benjamin Constant,BR,2021-12-01 23:50:30,-4.3831,-70.0311,77.13,98,99,3.29
300,Narasannapeta,IN,2021-12-01 23:50:31,18.4167,84.05,65.66,76,7,6.35
301,Manga,BF,2021-12-01 23:50:31,11.6636,-1.0731,77.79,19,46,6.98
302,Bani,DO,2021-12-01 23:49:50,18.2833,-70.3333,83.64,69,72,12.19
303,Biltine,TD,2021-12-01 23:50:32,14.5333,20.9167,73.54,24,0,17.83
304,Nola,IT,2021-12-01 23:50:32,40.922,14.5329,57.61,87,88,10.0
305,Resistencia,AR,2021-12-01 23:49:48,-27.4606,-58.9839,77.11,54,0,5.75
306,Black River,JM,2021-12-01 23:50:32,18.0264,-77.8487,80.6,79,23,4.54
307,Jacareacanga,BR,2021-12-01 23:50:33,-6.2222,-57.7528,72.61,99,96,1.12
308,Saldanha,ZA,2021-12-01 23:47:13,-33.0117,17.9442,59.05,75,89,22.1
309,Samana,DO,2021-12-01 23:50:33,19.2056,-69.3369,78.76,80,36,7.07
310,Guerrero Negro,MX,2021-12-01 23:50:33,27.9769,-114.0611,69.62,59,0,9.75
311,Nanakuli,US,2021-12-01 23:50:34,21.3906,-158.1547,82.71,61,40,12.66
312,Riverton,US,2021-12-01 23:48:17,40.5219,-111.9391,55.31,47,1,1.01
313,Bubaque,GW,2021-12-01 23:50:34,11.2833,-15.8333,81.97,62,82,16.26
314,Kenai,US,2021-12-01 23:50:34,60.5544,-151.2583,20.14,87,90,6.91
315,Svetlaya,RU,2021-12-01 23:50:35,46.5389,138.3297,18.45,59,100,10.63
316,Vila,PT,2021-12-01 23:50:35,42.0304,-8.1588,40.08,90,100,6.8
317,Ginda,IN,2021-12-01 23:49:02,30.6945,78.4932,53.96,35,100,2.59
318,Jeremie,HT,2021-12-01 23:50:35,18.65,-74.1167,78.3,81,11,6.15
319,Warrensburg,US,2021-12-01 23:50:36,38.7628,-93.7361,58.41,46,1,5.99
320,Pierre,US,2021-12-01 23:47:52,44.3683,-100.351,67.12,40,1,1.01
321,Sambava,MG,2021-12-01 23:50:36,-14.2667,50.1667,74.8,85,15,8.59
322,Taoudenni,ML,2021-12-01 23:50:36,22.6783,-3.9836,67.78,15,95,11.92
323,Bayonet Point,US,2021-12-01 23:50:37,28.3267,-82.6834,70.11,82,62,1.99
324,Rosetta,EG,2021-12-01 23:50:37,31.4044,30.4164,65.46,53,71,13.2
325,Boffa,GN,2021-12-01 23:50:38,10.1667,-14.0333,81.5,85,1,2.55
326,Ouadda,CF,2021-12-01 23:50:38,8.0777,22.4007,72.32,33,79,4.61
327,Kamenskiy,RU,2021-12-01 23:46:46,50.8855,45.488,25.14,92,88,7.38
328,Marawi,PH,2021-12-01 23:50:38,7.9986,124.2928,67.64,84,100,1.63
329,Kaeo,NZ,2021-12-01 23:47:39,-35.1,173.7833,72.32,81,100,7.4
330,Huarmey,PE,2021-12-01 23:50:39,-10.0681,-78.1522,67.15,84,82,7.78
331,Port Lincoln,AU,2021-12-01 23:46:34,-34.7333,135.8667,62.35,61,99,11.74
332,Berbera,SO,2021-12-01 23:50:39,10.4396,45.0143,75.69,51,62,5.59
333,Noyabrsk,RU,2021-12-01 23:50:40,63.1994,75.4507,31.57,98,100,9.37
334,Sechura,PE,2021-12-01 23:50:40,-5.5569,-80.8222,68.36,75,92,12.95
335,Luderitz,NA,2021-12-01 23:50:40,-26.6481,15.1594,60.84,72,0,17.16
336,Tilichiki,RU,2021-12-01 23:50:41,60.4667,166.1,7.7,93,100,9.95
337,Los Llanos De Aridane,ES,2021-12-01 23:46:51,28.6585,-17.9182,64.15,69,75,5.99
338,Abreus,CU,2021-12-01 23:50:41,22.2775,-80.5675,75.51,72,52,9.4
339,Charters Towers,AU,2021-12-01 23:50:41,-20.1,146.2667,88.32,39,1,6.78
340,Puerto Escondido,MX,2021-12-01 23:50:42,15.85,-97.0667,79.47,73,61,1.34
341,Caernarfon,GB,2021-12-01 23:50:42,53.1413,-4.2702,43.68,75,21,4.61
342,Kaiserslautern,DE,2021-12-01 23:50:42,49.45,7.75,43.34,68,40,1.01
343,Cayenne,GF,2021-12-01 23:50:43,4.9333,-52.3333,79.09,87,75,3.0
344,Kohat,PK,2021-12-01 23:50:43,33.582,71.4493,46.47,32,0,2.95
345,Flinders,AU,2021-12-01 23:47:38,-34.5833,150.8552,80.19,71,35,9.01
346,Iracoubo,GF,2021-12-01 23:50:43,5.4802,-53.2011,78.04,90,100,10.69
347,Itoman,JP,2021-12-01 23:46:11,26.1247,127.6694,64.78,77,75,3.44
348,Ilulissat,GL,2021-12-01 23:50:44,69.2167,-51.1,32.58,60,100,17.52
349,Praia Da Vitoria,PT,2021-12-01 23:50:44,38.7333,-27.0667,62.85,94,75,7.49
350,Banikoara,BJ,2021-12-01 23:50:45,11.2985,2.4386,76.5,21,81,5.06
351,Shimoda,JP,2021-12-01 23:50:45,34.6667,138.95,52.11,50,0,5.26
352,Soe,ID,2021-12-01 23:50:45,-9.8607,124.284,76.03,67,97,2.28
353,Kruisfontein,ZA,2021-12-01 23:50:46,-34.0033,24.7314,63.88,87,58,12.77
354,Sao Miguel Do Araguaia,BR,2021-12-01 23:50:46,-13.275,-50.1628,75.74,89,99,0.31
355,Bismarck,US,2021-12-01 23:50:46,46.8083,-100.7837,58.84,54,90,5.01
356,San Vicente,AR,2021-12-01 23:50:47,-26.6167,-54.1333,65.07,62,0,2.89
357,Balykshi,KZ,2021-12-01 23:50:47,47.0667,51.8667,33.8,86,40,11.18
358,Faya,SA,2021-12-01 23:50:47,18.3851,42.4509,50.11,54,1,3.49
359,Grindavik,IS,2021-12-01 23:46:50,63.8424,-22.4338,36.07,93,75,26.46
360,Wladyslawowo,PL,2021-12-01 23:50:48,54.7909,18.4009,41.94,83,100,19.75
361,Belaya Gora,RU,2021-12-01 23:50:48,68.5333,146.4167,-41.15,100,85,0.74
362,Tauberbischofsheim,DE,2021-12-01 23:50:48,49.6247,9.6628,43.59,82,74,15.9
363,Plerin,FR,2021-12-01 23:50:49,48.5425,-2.7798,47.97,86,83,14.0
364,Roma,US,2021-12-01 23:50:49,43.2128,-75.4557,38.66,80,20,5.75
365,Ugoofaaru,MV,2021-12-01 23:50:49,5.6667,73.0,81.16,77,80,5.44
366,Hereford,GB,2021-12-01 23:50:50,52.0568,-2.7148,37.74,86,16,5.5
367,Gat,IL,2021-12-01 23:50:50,31.61,34.7642,63.28,100,89,12.37
368,Camocim,BR,2021-12-01 23:50:50,-2.9022,-40.8411,81.12,79,100,13.56
369,Taltal,CL,2021-12-01 23:50:20,-25.4,-70.4833,63.68,76,31,5.08
370,Lavrentiya,RU,2021-12-01 23:50:51,65.5833,-171.0,-10.17,82,1,6.31
371,Nauen,DE,2021-12-01 23:50:51,52.607,12.8737,44.71,68,100,27.92
372,Dingle,PH,2021-12-01 23:50:51,10.9995,122.6711,77.31,93,100,10.33
373,Lewistown,US,2021-12-01 23:50:52,40.5992,-77.5714,45.16,67,1,0.0
374,Abnub,EG,2021-12-01 23:50:52,27.2696,31.1511,60.93,59,79,11.54
375,Padang,ID,2021-12-01 23:50:52,-0.9492,100.3543,78.85,83,17,2.51
376,El Estor,GT,2021-12-01 23:50:53,15.5333,-89.35,83.93,88,45,1.79
377,Pasighat,IN,2021-12-01 23:50:53,28.0667,95.3333,60.6,58,100,3.09
378,Rapoltu Mare,RO,2021-12-01 23:50:54,45.8667,23.0667,34.54,88,38,1.3
379,Magadan,RU,2021-12-01 23:50:54,59.5667,150.8,8.87,95,100,29.71
380,Karratha,AU,2021-12-01 23:50:54,-20.7377,116.8463,89.64,26,1,13.56
381,Urucara,BR,2021-12-01 23:50:55,-2.5364,-57.76,80.11,77,100,1.36
382,Olenino,RU,2021-12-01 23:50:55,56.2092,33.4889,14.77,97,100,6.06
383,Buala,SB,2021-12-01 23:50:55,-8.145,159.5921,86.61,64,91,2.24
384,Pasni,PK,2021-12-01 23:50:56,25.2631,63.471,73.33,51,0,6.4
385,Yerbogachen,RU,2021-12-01 23:50:56,61.2767,108.0108,-20.47,99,86,4.07
386,Jaciara,BR,2021-12-01 23:47:38,-15.9653,-54.9683,74.8,90,99,2.15
387,Aksarayskiy,RU,2021-12-01 23:50:56,46.7924,48.0119,28.35,71,50,10.85
388,Abay,KZ,2021-12-01 23:49:47,49.6311,72.8539,26.98,78,42,7.81
389,Bundaberg,AU,2021-12-01 23:50:57,-24.85,152.35,86.22,67,90,1.01
390,Bonavista,CA,2021-12-01 23:50:57,48.6499,-53.1147,35.11,71,49,14.74
391,Komsomolskiy,UZ,2021-12-01 23:50:57,40.4272,71.7189,36.82,64,0,2.3
392,Siocon,PH,2021-12-01 23:50:58,7.7061,122.1353,82.42,81,99,3.47
393,Goderich,CA,2021-12-01 23:49:49,43.7501,-81.7165,37.9,75,99,10.36
394,Almeria,ES,2021-12-01 23:50:58,37.1667,-2.3333,48.29,62,86,7.7
395,Klyuchevskiy,RU,2021-12-01 23:50:59,53.5317,119.4519,-0.9,97,100,4.03
396,Batagay-Alyta,RU,2021-12-01 23:50:59,67.8006,130.4114,-38.65,96,35,4.34
397,Pak Phanang,TH,2021-12-01 23:50:59,8.3511,100.202,77.02,83,96,14.12
398,Wawa,NG,2021-12-01 23:50:59,9.9022,4.4192,76.8,27,96,4.21
399,Ngunguru,NZ,2021-12-01 23:47:09,-35.6167,174.5,72.16,76,100,12.44
400,Ust-Tsilma,RU,2021-12-01 23:51:00,65.441,52.1498,21.65,97,100,4.94
401,Vuktyl,RU,2021-12-01 23:51:00,63.8567,57.3094,15.4,89,100,5.5
402,Wewak,PG,2021-12-01 23:51:01,-3.5534,143.6268,84.25,73,90,2.66
403,Kongolo,CD,2021-12-01 23:51:01,-5.3833,27.0,68.13,97,69,2.37
404,Irece,BR,2021-12-01 23:51:01,-11.3042,-41.8558,78.04,64,100,2.98
405,Leningradskiy,RU,2021-12-01 23:49:04,69.3833,178.4167,-15.2,89,78,6.55
406,Road Town,VG,2021-12-01 23:51:02,18.4167,-64.6167,80.69,78,73,18.9
407,Dutlwe,BW,2021-12-01 23:51:02,-23.9833,23.9,73.98,54,92,13.13
408,Skwierzyna,PL,2021-12-01 23:51:02,52.5991,15.5065,44.67,65,100,24.7
409,Manicore,BR,2021-12-01 23:46:36,-5.8092,-61.3003,73.99,99,99,2.48
410,Xiaoweizhai,CN,2021-12-01 23:51:03,26.1903,107.5125,45.84,75,100,2.91
411,Jiaohe,CN,2021-12-01 23:51:03,43.7286,127.3447,14.02,84,21,6.17
412,Murgab,TM,2021-12-01 23:51:03,37.4966,61.9714,66.07,32,90,13.8
413,Ippy,CF,2021-12-01 23:51:04,6.2679,21.2247,78.82,49,60,4.52
414,Shirokiy,RU,2021-12-01 23:51:04,49.758,129.523,-1.66,94,93,5.48
415,Katsuura,JP,2021-12-01 23:46:34,35.1333,140.3,55.11,41,0,10.22
416,Tautira,PF,2021-12-01 23:51:04,-17.7333,-149.15,86.02,77,100,20.0
417,Qasigiannguit,GL,2021-12-01 23:51:05,68.8193,-51.1922,33.33,48,100,27.92
418,Nehe,CN,2021-12-01 23:51:05,48.4833,124.8333,15.85,97,100,2.66
419,Pombas,CV,2021-12-01 23:51:06,17.1503,-25.0201,71.38,64,54,17.96
420,Haines Junction,CA,2021-12-01 23:50:03,60.7522,-137.5108,4.95,85,100,1.14
421,Mogadishu,SO,2021-12-01 23:46:52,2.0371,45.3438,80.76,73,87,13.15
422,Pinas,EC,2021-12-01 23:51:06,-3.6667,-79.65,72.72,91,100,3.09
423,Monrovia,LR,2021-12-01 23:51:06,6.3005,-10.7969,79.97,80,68,5.61
424,Puri,IN,2021-12-01 23:51:07,19.8,85.85,61.32,66,24,7.92
425,Te Anau,NZ,2021-12-01 23:51:07,-45.4167,167.7167,69.31,53,96,1.3
426,Sangueya,GN,2021-12-01 23:51:07,10.7,-14.3667,75.9,88,6,2.53
427,Porto Novo,BJ,2021-12-01 23:51:08,6.4965,2.6036,84.02,84,68,6.58
428,Providencia,MX,2021-12-01 23:51:08,28.7167,-111.5833,84.47,44,1,7.29
429,Yangjiang,CN,2021-12-01 23:48:30,21.85,111.9667,53.76,50,61,6.78
430,Maxixe,MZ,2021-12-01 23:51:08,-23.8597,35.3472,71.89,88,39,9.93
431,Potosi,BO,2021-12-01 23:51:09,-19.5836,-65.7531,54.03,61,48,8.25
432,Sann,PK,2021-12-01 23:51:09,26.0418,68.1378,58.91,29,0,7.54
433,Melilla,ES,2021-12-01 23:51:09,35.2937,-2.9383,57.58,62,0,9.22
434,Pastos Bons,BR,2021-12-01 23:51:10,-6.6017,-44.0767,79.81,58,98,3.24
435,Bajil,YE,2021-12-01 23:51:10,15.0584,43.2851,76.86,58,0,2.73
436,Zhob,PK,2021-12-01 23:51:10,31.3411,69.4481,45.03,35,0,1.72
437,Udachnyy,RU,2021-12-01 23:51:11,66.4167,112.4,-13.58,98,100,4.92
438,Caborca,MX,2021-12-01 23:51:11,30.5838,-111.101,76.1,34,25,7.18
439,Matamoros,MX,2021-12-01 23:50:05,25.5333,-103.25,71.08,42,55,3.96
440,Lorengau,PG,2021-12-01 23:51:11,-2.0226,147.2712,85.75,67,99,2.91
441,Olafsvik,IS,2021-12-01 23:51:12,64.8945,-23.7142,32.88,96,100,27.56
442,Seybaplaya,MX,2021-12-01 23:51:12,19.65,-90.6667,75.97,70,8,13.69
443,Umm Lajj,SA,2021-12-01 23:51:13,25.0213,37.2685,75.0,65,10,10.16
444,Marktheidenfeld,DE,2021-12-01 23:51:13,49.8442,9.6039,43.79,82,72,8.99
445,Wageningen,NL,2021-12-01 23:51:13,51.9667,5.6667,42.94,88,84,8.84
446,Katherine,AU,2021-12-01 23:51:00,-14.4667,132.2667,88.12,55,61,9.22
447,Kangalassy,RU,2021-12-01 23:51:14,62.3464,129.9628,-34.08,100,80,4.03
448,Nizhneangarsk,RU,2021-12-01 23:51:14,55.7833,109.55,-0.13,78,86,8.23
449,Bay Roberts,CA,2021-12-01 23:51:14,47.5999,-53.2648,39.43,87,79,1.01
450,Kloulklubed,PW,2021-12-01 23:51:14,7.0419,134.2556,83.46,78,100,18.99
451,Vila Velha,BR,2021-12-01 23:51:15,-20.3297,-40.2925,78.75,93,75,1.14
452,Gallup,US,2021-12-01 23:51:15,35.5281,-108.7426,61.56,18,1,4.61
453,Baoying,CN,2021-12-01 23:51:15,33.2292,119.3092,37.11,39,0,6.02
454,Tlacotepec,MX,2021-12-01 23:51:16,20.0667,-97.8667,59.11,97,98,0.78
455,Hanchuan,CN,2021-12-01 23:51:16,30.65,113.7667,37.51,28,21,1.48
456,Didwana,IN,2021-12-01 23:51:16,27.4,74.5667,62.8,33,100,4.09
457,San Cristobal,VE,2021-12-01 23:50:15,7.7669,-72.225,73.58,94,26,2.55
458,Poso,ID,2021-12-01 23:51:17,-1.3959,120.7524,80.76,72,100,3.0
459,Egvekinot,RU,2021-12-01 23:51:17,66.3167,-179.1667,-2.38,67,100,4.92
460,Chabahar,IR,2021-12-01 23:51:17,25.2919,60.643,73.44,49,0,6.53
461,Bara,NG,2021-12-01 23:51:18,10.3744,10.7288,76.03,22,63,8.99
462,Yinchuan,CN,2021-12-01 23:51:18,38.4681,106.2731,26.83,35,0,4.32
463,Barra Patuca,HN,2021-12-01 23:51:18,15.8,-84.2833,76.8,79,48,7.23
464,Winterthur,CH,2021-12-01 23:51:19,47.5,8.75,44.49,81,75,5.01
465,Svetlogorsk,BY,2021-12-01 23:48:52,52.6333,29.7333,26.49,87,94,9.48
466,Mandalgovi,MN,2021-12-01 23:51:19,45.7625,106.2708,20.3,37,26,10.65
467,Santa Cruz,BO,2021-12-01 23:51:07,-17.8,-63.1667,76.46,88,20,11.5
468,Kiruna,SE,2021-12-01 23:51:20,67.8557,20.2251,20.32,93,90,11.5
469,Mastic Beach,US,2021-12-01 23:51:20,40.7668,-72.8521,44.8,68,1,0.0
470,Leninskoye,KZ,2021-12-01 23:51:20,41.7589,69.3864,48.13,25,92,5.23
471,Juneau,US,2021-12-01 23:51:21,58.3019,-134.4197,38.21,94,90,16.11
472,Ambilobe,MG,2021-12-01 23:51:21,-13.2,49.05,73.78,76,9,2.82
473,Prince Rupert,CA,2021-12-01 23:51:21,54.3161,-130.3201,42.49,64,90,23.02
474,Broome,US,2021-12-01 23:46:38,42.2506,-75.833,37.83,67,40,4.0
475,Sorland,NO,2021-12-01 23:51:22,67.667,12.6934,35.15,58,99,32.19
476,Klaksvik,FO,2021-12-01 23:51:22,62.2266,-6.589,34.72,57,100,29.93
477,Fukue,JP,2021-12-01 23:51:22,32.6881,128.8419,44.96,70,75,8.05
478,Poum,NC,2021-12-01 23:51:23,-20.2333,164.0167,81.99,75,15,12.28
479,Nanortalik,GL,2021-12-01 23:51:23,60.1432,-45.2371,33.55,95,100,25.64
480,Hokitika,NZ,2021-12-01 23:51:23,-42.7167,170.9667,67.46,67,100,4.47
481,Namatanai,PG,2021-12-01 23:51:24,-3.6667,152.4333,85.87,64,78,4.43
482,Carabalan,PH,2021-12-01 23:51:24,10.1061,122.9481,79.16,86,100,4.23
483,Matara,LK,2021-12-01 23:51:25,5.9485,80.5353,74.53,89,12,3.44
484,Panalingaan,PH,2021-12-01 23:51:25,8.7842,117.4231,81.18,78,94,1.74
485,Fatehabad,IN,2021-12-01 23:51:25,29.5167,75.45,60.76,33,100,3.8
486,Mahon,ES,2021-12-01 23:51:26,39.8885,4.2658,57.76,77,0,12.66
487,Iralaya,HN,2021-12-01 23:51:26,15.0,-83.2333,77.04,85,91,9.55
488,Roald,NO,2021-12-01 23:51:26,62.5833,6.1333,33.01,100,40,5.75
489,Karaton,ID,2021-12-01 23:51:27,-6.3424,106.1045,82.96,85,82,4.18
490,Jardim,BR,2021-12-01 23:51:27,-21.4803,-56.1381,82.22,51,73,2.59
491,Kirakira,SB,2021-12-01 23:51:27,-10.4544,161.9205,84.58,72,62,4.21
492,Ponta Delgada,PT,2021-12-01 23:46:30,37.7333,-25.6667,63.5,82,20,6.91
493,Igarapava,BR,2021-12-01 23:51:28,-20.0383,-47.7469,81.52,70,49,0.49
494,Northam,GB,2021-12-01 23:51:28,51.0333,-4.2167,42.39,71,32,13.18
495,Lasa,IT,2021-12-01 23:51:28,46.6166,10.7002,39.94,96,100,1.25
496,Buenos Aires,AR,2021-12-01 23:51:29,-34.6132,-58.3772,68.97,70,0,16.11
497,Evensk,RU,2021-12-01 23:51:29,61.95,159.2333,3.18,73,100,22.28
498,Aromashevo,RU,2021-12-01 23:51:29,56.8602,68.6375,35.02,76,100,17.34
499,Damaturu,NG,2021-12-01 23:51:30,11.747,11.9608,70.18,30,8,9.15
500,Ruteng,ID,2021-12-01 23:51:30,-8.6136,120.4721,70.9,70,98,0.83
501,Luneville,FR,2021-12-01 23:51:30,48.6,6.5,44.35,90,96,11.25
502,Grand-Santi,GF,2021-12-01 23:51:31,4.25,-54.3833,73.65,99,100,1.99
503,Oda,JP,2021-12-01 23:51:31,35.1833,132.5,43.57,61,98,13.89
504,Halifax,CA,2021-12-01 23:49:18,44.6453,-63.5724,42.22,86,23,1.99
505,Honningsvag,NO,2021-12-01 23:51:31,70.9821,25.9704,36.25,61,100,31.03
506,Carauari,BR,2021-12-01 23:51:32,-4.8828,-66.8958,73.02,100,99,2.28
507,Port Blair,IN,2021-12-01 23:51:32,11.6667,92.75,80.04,87,100,23.58
508,Teguldet,RU,2021-12-01 23:50:30,57.3064,88.1667,21.45,82,100,10.89
509,Khorixas,NA,2021-12-01 23:51:32,-20.3667,14.9667,66.07,29,77,1.05
510,Ulladulla,AU,2021-12-01 23:51:33,-35.35,150.4667,77.88,66,3,7.72
511,Hamilton,US,2021-12-01 23:51:04,39.1834,-84.5333,53.11,88,90,1.99
512,Manakara,MG,2021-12-01 23:51:33,-22.1333,48.0167,73.11,91,97,4.54
513,Aklavik,CA,2021-12-01 23:51:33,68.2191,-135.0107,-18.4,76,90,8.05
514,Toba,JP,2021-12-01 23:51:34,34.4833,136.85,46.4,65,40,22.62
515,Pocri,PA,2021-12-01 23:51:34,8.2667,-80.55,78.44,90,100,7.18
516,Kiunga,PG,2021-12-01 23:51:34,-6.1219,141.2906,76.26,93,100,2.1
517,Jalu,LY,2021-12-01 23:51:35,29.0331,21.5482,57.33,66,91,4.65
518,Alice Springs,AU,2021-12-01 23:49:54,-23.7,133.8833,90.95,15,1,5.75
519,Svencionys,LT,2021-12-01 23:51:35,55.15,26.1667,25.84,93,100,12.37
520,Keti Bandar,PK,2021-12-01 23:51:36,24.1447,67.4497,70.92,66,0,7.85
521,Amursk,RU,2021-12-01 23:51:36,50.2261,136.8994,14.79,84,100,3.6
522,Atasu,KZ,2021-12-01 23:51:36,48.6814,71.6433,20.34,79,85,7.11
523,Touros,BR,2021-12-01 23:51:36,-5.1989,-35.4608,81.5,74,79,11.01
524,Malakal,SS,2021-12-01 23:51:07,9.5334,31.6605,79.84,50,38,4.76
525,Bathsheba,BB,2021-12-01 23:51:37,13.2167,-59.5167,81.21,78,40,17.27
526,Senador Guiomard,BR,2021-12-01 23:51:37,-10.1522,-67.7392,80.35,89,90,5.57
527,Valdivia,CL,2021-12-01 23:51:38,-39.8142,-73.2459,55.49,88,100,1.19
528,Portland,US,2021-12-01 23:48:11,45.5234,-122.6762,64.38,84,75,6.91
529,Karlskrona,SE,2021-12-01 23:51:38,56.1616,15.5866,34.25,98,100,9.53
530,Angoche,MZ,2021-12-01 23:51:38,-16.2325,39.9086,77.38,88,2,5.82
531,Alamosa,US,2021-12-01 23:51:39,37.4695,-105.87,58.98,14,1,0.0
532,Verkhnevilyuysk,RU,2021-12-01 23:51:39,63.4453,120.3167,-27.18,100,99,2.26
533,Tonota,BW,2021-12-01 23:51:39,-21.4833,27.4833,76.24,39,42,12.3
534,Sao Jose Da Coroa Grande,BR,2021-12-01 23:51:40,-8.8978,-35.1478,78.73,81,70,9.26
535,Vestmannaeyjar,IS,2021-12-01 23:51:40,63.4427,-20.2734,36.0,94,100,31.5
536,Bijapur,IN,2021-12-01 23:51:40,16.8333,75.7,67.95,94,82,12.86
537,Lemoore,US,2021-12-01 23:50:28,36.3008,-119.7829,75.2,39,1,3.44
538,Saint-Paul,RE,2021-12-01 23:51:41,-21.0096,55.2707,73.51,73,51,1.72
539,Constitucion,CL,2021-12-01 23:51:41,-35.3333,-72.4167,54.37,83,46,10.83
540,Deputatskiy,RU,2021-12-01 23:51:35,69.3,139.9,-36.9,100,42,2.35
541,Uch,FR,2021-12-01 23:51:42,45.3192,-0.9345,46.51,82,56,10.76
542,Bria,CF,2021-12-01 23:51:42,6.5423,21.9863,77.63,50,83,2.53
543,Vallenar,CL,2021-12-01 23:51:42,-28.5708,-70.7581,71.82,39,1,4.43
544,Show Low,US,2021-12-01 23:51:43,34.2542,-110.0298,53.31,31,1,0.0
545,Nome,US,2021-12-01 23:48:14,64.5011,-165.4064,-16.53,64,1,4.61
546,Janauba,BR,2021-12-01 23:51:44,-15.8025,-43.3089,72.07,91,98,0.87
547,Pisco,PE,2021-12-01 23:51:45,-13.7,-76.2167,68.05,73,0,14.97
548,Salekhard,RU,2021-12-01 23:51:45,66.53,66.6019,-1.8,95,100,13.29
549,Tizimin,MX,2021-12-01 23:51:45,21.15,-88.15,71.56,94,59,6.53
550,Masty,BY,2021-12-01 23:51:46,53.4122,24.5387,32.86,98,100,16.55
551,Hirara,JP,2021-12-01 23:51:46,24.8,125.2833,64.67,72,75,10.36
552,Cururupu,BR,2021-12-01 23:51:46,-1.8283,-44.8683,77.43,84,89,4.56
553,Daugai,LT,2021-12-01 23:51:47,54.3667,24.3333,29.43,97,100,15.82
554,Imbituba,BR,2021-12-01 23:51:47,-28.24,-48.6703,73.81,85,85,9.44
555,Fairbanks,US,2021-12-01 23:47:08,64.8378,-147.7164,-1.91,77,75,0.0
556,Puro,PH,2021-12-01 23:51:47,12.4841,123.3827,78.6,86,100,16.51
557,Ust-Karsk,RU,2021-12-01 23:51:48,52.7011,118.8077,10.06,93,100,2.28
558,Ust-Maya,RU,2021-12-01 23:51:48,60.4167,134.5333,-35.57,100,24,2.44
559,Mocuba,MZ,2021-12-01 23:51:48,-16.8392,36.9856,75.31,93,71,4.38
560,Hearst,CA,2021-12-01 23:50:02,49.6835,-83.6665,19.65,94,100,11.14
561,Gambo,CF,2021-12-01 23:51:49,4.6482,22.2633,72.14,90,100,2.66
562,Ribeira Brava,PT,2021-12-01 23:51:49,32.65,-17.0667,65.71,69,21,7.49
563,Chara,RU,2021-12-01 23:51:50,56.9064,118.2631,-1.89,82,85,1.95
